sample	cluster_assigned	method
BS_VBMRQK4F	1	hc_pearson_3
BS_VF3NVT4G	1	hc_pearson_3
BS_VF5XWFXD	1	hc_pearson_3
BS_VFDXFG3N	1	hc_pearson_3
BS_VJ2S5DVS	1	hc_pearson_3
BS_VJAC9H58	1	hc_pearson_3
BS_VJVDJABP	1	hc_pearson_3
BS_VKHJG2B8	1	hc_pearson_3
BS_VKYEM67A	1	hc_pearson_3
BS_VMEX27TN	1	hc_pearson_3
BS_VMMJYN8Z	1	hc_pearson_3
BS_VNE0ZPBS	1	hc_pearson_3
BS_VNK9XYV9	1	hc_pearson_3
BS_VP3C8WZT	1	hc_pearson_3
BS_VPBMDMQX	1	hc_pearson_3
BS_VQCCYTM5	1	hc_pearson_3
BS_VR7FR1NE	1	hc_pearson_3
BS_VSSBS981	1	hc_pearson_3
BS_VT6C6N6K	1	hc_pearson_3
BS_VTJ9ESSV	1	hc_pearson_3
BS_VVFBW0YH	1	hc_pearson_3
BS_VXHWZJDC	1	hc_pearson_3
BS_VXMYES3W	1	hc_pearson_3
BS_VZWXGYT2	1	hc_pearson_3
BS_W0FZ9YCY	1	hc_pearson_3
BS_W18SF91A	1	hc_pearson_3
BS_W311713R	1	hc_pearson_3
BS_W36RZSFA	1	hc_pearson_3
BS_W41S7B55	1	hc_pearson_3
BS_W4H1D4Y6	1	hc_pearson_3
BS_W4HGV6E7	1	hc_pearson_3
BS_W568T9CS	1	hc_pearson_3
BS_W6AC5J3C	1	hc_pearson_3
BS_W7379M7V	1	hc_pearson_3
BS_W7FP2G3F	1	hc_pearson_3
BS_W7MFJZ5A	1	hc_pearson_3
BS_W80TJC27	1	hc_pearson_3
BS_W9AT0MR7	1	hc_pearson_3
BS_W9N9844Q	1	hc_pearson_3
BS_WBPTY8NH	1	hc_pearson_3
BS_WBVSK3MP	1	hc_pearson_3
BS_WCRKYV0T	1	hc_pearson_3
BS_WCVVAHS9	1	hc_pearson_3
BS_WE3Q8A73	1	hc_pearson_3
BS_WE4E4GEX	1	hc_pearson_3
BS_WETH5SAH	1	hc_pearson_3
BS_WF04GGTX	1	hc_pearson_3
BS_WFD0GE5X	1	hc_pearson_3
BS_WFQT9J8Q	1	hc_pearson_3
BS_WH5HDE0A	1	hc_pearson_3
BS_WHAW7FQM	1	hc_pearson_3
BS_WHBEXD5H	1	hc_pearson_3
BS_WJGFDRWK	1	hc_pearson_3
BS_WMEHNDSK	1	hc_pearson_3
BS_WNJ9Q829	1	hc_pearson_3
BS_WQ0K79EA	1	hc_pearson_3
BS_WQ1YRTAT	1	hc_pearson_3
BS_WQNXWJXE	1	hc_pearson_3
BS_WRHDP7WF	1	hc_pearson_3
BS_WRQHPSXQ	1	hc_pearson_3
BS_WSQMAA33	1	hc_pearson_3
BS_WTJEDTZC	1	hc_pearson_3
BS_WV0S8N4M	1	hc_pearson_3
BS_WVRX4C9Z	1	hc_pearson_3
BS_WVW3W6ZB	1	hc_pearson_3
BS_WXT1VK25	1	hc_pearson_3
BS_WYERXS4G	1	hc_pearson_3
BS_WZZN982T	1	hc_pearson_3
BS_X0F9AYEC	1	hc_pearson_3
BS_X0XXN9BK	1	hc_pearson_3
BS_X16PENSA	1	hc_pearson_3
BS_X1G0TKP4	1	hc_pearson_3
BS_X1S67ZEA	1	hc_pearson_3
BS_X20JCR4H	1	hc_pearson_3
BS_X2EDW2ZB	1	hc_pearson_3
BS_X31DBRN7	1	hc_pearson_3
BS_X3HR4Z21	1	hc_pearson_3
BS_X4DD4KSZ	1	hc_pearson_3
BS_X4X1SFSE	1	hc_pearson_3
BS_X59HSFGG	1	hc_pearson_3
BS_X5DFR216	1	hc_pearson_3
BS_X67GTEM6	1	hc_pearson_3
BS_X67SWFPS	1	hc_pearson_3
BS_X6GFVDVA	1	hc_pearson_3
BS_X91K8KMG	1	hc_pearson_3
BS_X9EGD530	1	hc_pearson_3
BS_X9QAGVB9	1	hc_pearson_3
BS_XC0PNBG2	1	hc_pearson_3
BS_XF0ZX2B3	1	hc_pearson_3
BS_XFWH05PB	1	hc_pearson_3
BS_XG0DBWVT	1	hc_pearson_3
BS_XGDPK33A	1	hc_pearson_3
BS_XGSA3GQE	1	hc_pearson_3
BS_XHCYEE2S	1	hc_pearson_3
BS_XJTW0P8P	1	hc_pearson_3
BS_XKKB4MZV	1	hc_pearson_3
BS_XM1AHBDJ	1	hc_pearson_3
BS_XNWNXKAD	1	hc_pearson_3
BS_XQXXBWPD	1	hc_pearson_3
BS_XQYHPBFS	1	hc_pearson_3
BS_XRWAC56Q	1	hc_pearson_3
BS_XVX21VNP	1	hc_pearson_3
BS_XZM79E42	1	hc_pearson_3
BS_XZTV0J8W	1	hc_pearson_3
BS_Y0PCBNJV	1	hc_pearson_3
BS_Y19MMT7Z	1	hc_pearson_3
BS_Y26EQ3QJ	1	hc_pearson_3
BS_Y274AC0H	1	hc_pearson_3
BS_Y35M458E	1	hc_pearson_3
BS_Y51PG31P	1	hc_pearson_3
BS_Y5MKCBD1	1	hc_pearson_3
BS_Y6D7QZM4	1	hc_pearson_3
BS_Y7F9E2E9	1	hc_pearson_3
BS_Y7H24JZG	1	hc_pearson_3
BS_Y7W8BR6B	1	hc_pearson_3
BS_YA0KMBRT	1	hc_pearson_3
BS_YASWHXJC	1	hc_pearson_3
BS_YBCQ2NMN	1	hc_pearson_3
BS_YBGXGEM3	1	hc_pearson_3
BS_YBGZ4BRP	1	hc_pearson_3
BS_YCREDZTJ	1	hc_pearson_3
BS_YDEVMD24	1	hc_pearson_3
BS_YEB88D32	1	hc_pearson_3
BS_YENTYVBV	1	hc_pearson_3
BS_YEQVW4ND	1	hc_pearson_3
BS_YETBN0RQ	1	hc_pearson_3
BS_YEW22W35	1	hc_pearson_3
BS_YF44RR88	1	hc_pearson_3
BS_YFRB2HJJ	1	hc_pearson_3
BS_YG0A13JH	1	hc_pearson_3
BS_YH05F9DB	1	hc_pearson_3
BS_YMKX1VP4	1	hc_pearson_3
BS_YMN2NJ0Y	1	hc_pearson_3
BS_YNEQJ6AH	1	hc_pearson_3
BS_YNG08H1N	1	hc_pearson_3
BS_YQFX2Y00	1	hc_pearson_3
BS_YR12D1ZY	1	hc_pearson_3
BS_YR1XY6SF	1	hc_pearson_3
BS_YSZRQ95C	1	hc_pearson_3
BS_YT4E515V	1	hc_pearson_3
BS_YTMHB7J1	1	hc_pearson_3
BS_YTTMKCBX	1	hc_pearson_3
BS_YTWEM5SG	1	hc_pearson_3
BS_YVEEXAAT	1	hc_pearson_3
BS_YVMEEBKC	1	hc_pearson_3
BS_YWJKHMXV	1	hc_pearson_3
BS_YXP55JEG	1	hc_pearson_3
BS_YY5B2XDD	1	hc_pearson_3
BS_YZ2QFDAN	1	hc_pearson_3
BS_YZ2Z1Q6Y	1	hc_pearson_3
BS_Z0AVVB1V	1	hc_pearson_3
BS_Z0ZPD9S9	1	hc_pearson_3
BS_Z1A875MW	1	hc_pearson_3
BS_Z28VKGNS	1	hc_pearson_3
BS_Z2NWPQKF	1	hc_pearson_3
BS_Z30J2YJV	1	hc_pearson_3
BS_Z3RCA1T9	1	hc_pearson_3
BS_Z45HD492	1	hc_pearson_3
BS_Z4WYV1GP	1	hc_pearson_3
BS_Z5ATH1YR	1	hc_pearson_3
BS_Z6BWR941	1	hc_pearson_3
BS_Z6MC4N8D	1	hc_pearson_3
BS_Z72QAZC7	1	hc_pearson_3
BS_Z7G68ZS2	1	hc_pearson_3
BS_Z7Y2466H	1	hc_pearson_3
BS_Z85M2R3N	1	hc_pearson_3
BS_Z8F3GM85	1	hc_pearson_3
BS_Z8YZ6QGS	1	hc_pearson_3
BS_Z9BBQBA7	1	hc_pearson_3
BS_Z9ZS6ZS2	1	hc_pearson_3
BS_ZC1194Z8	1	hc_pearson_3
BS_ZD5HN296	1	hc_pearson_3
BS_ZDJEXPYG	1	hc_pearson_3
BS_ZE4Y0X18	1	hc_pearson_3
BS_ZEV0M416	1	hc_pearson_3
BS_ZF34SJGN	1	hc_pearson_3
BS_ZF6BSFNF	1	hc_pearson_3
BS_ZHRGDRBW	1	hc_pearson_3
BS_ZJC7VQNA	1	hc_pearson_3
BS_ZJY7Y34M	1	hc_pearson_3
BS_ZK6WE17T	1	hc_pearson_3
BS_ZKCGX84F	1	hc_pearson_3
BS_ZM97KKXE	1	hc_pearson_3
BS_ZN5A4MJ2	1	hc_pearson_3
BS_ZN8136D9	1	hc_pearson_3
BS_ZQ76ZBEX	1	hc_pearson_3
BS_ZQKGJD70	1	hc_pearson_3
BS_ZR96A4FH	1	hc_pearson_3
BS_ZRF3A49T	1	hc_pearson_3
BS_ZRM0W01M	1	hc_pearson_3
BS_ZRSHXK63	1	hc_pearson_3
BS_ZTWGFWTX	1	hc_pearson_3
BS_ZV68CES9	1	hc_pearson_3
BS_ZVM8CAB0	1	hc_pearson_3
BS_ZVWE73JZ	1	hc_pearson_3
BS_ZVX2GRD6	1	hc_pearson_3
BS_ZVZDDW2G	1	hc_pearson_3
BS_ZW4HD9ZS	1	hc_pearson_3
BS_ZWR9W4FX	1	hc_pearson_3
BS_ZXYDSBM9	1	hc_pearson_3
BS_ZYBZRQRC	1	hc_pearson_3
BS_ZZ87PZ8R	1	hc_pearson_3
BS_ZZMYDZJW	1	hc_pearson_3
