gene	CTRL1	CTRL2	CTRL3	Treated1	Treated2	Treated3
ENSG00000182400.15_TRAPPC6B	2505.00	2949.00	3119.00	2362.00	2535.00	2677.00
ENSG00000182405.6_PGBD4	858.00	946.00	1001.00	998.00	985.00	1172.00
ENSG00000182415.11_CDY2A	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182446.14_NPLOC4	17286.00	18969.00	20970.00	13818.00	14835.00	15699.00
ENSG00000182447.4_OTOL1	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000182450.13_KCNK4	24.00	12.78	25.00	40.09	47.00	14.78
ENSG00000182459.5_TEX19	14.00	10.00	12.00	11.00	21.00	16.00
ENSG00000182463.16_TSHZ2	18981.00	20045.00	21573.00	17260.00	18162.00	17569.00
ENSG00000182472.9_CAPN12	13.00	14.00	12.00	5.00	4.00	10.00
ENSG00000182473.22_EXOC7	15459.00	17738.00	19119.00	11377.00	12766.00	14094.00
ENSG00000182477.5_OR2B8P	1.00	0.00	3.00	10.00	11.00	5.00
ENSG00000182481.10_KPNA2	26749.24	31676.52	33923.34	19452.23	21095.46	22808.31
ENSG00000182484.15_WASH6P	703.78	740.98	844.09	564.30	628.49	722.79
ENSG00000182484.15_PAR_Y_WASH6P	703.78	740.98	844.09	564.30	628.49	722.79
ENSG00000182487.12_NCF1B	3.24	6.30	7.75	1.51	3.17	6.09
ENSG00000182489.9_XKRX	19.00	31.00	22.00	26.00	15.00	39.00
ENSG00000182492.16_BGN	1071.00	1136.00	1416.00	800.00	854.00	891.00
ENSG00000182504.11_CEP97	6021.00	6921.00	7377.00	6086.00	6359.00	6074.00
ENSG00000182508.14_LHFPL1	1.00	0.00	0.00	1.00	0.00	2.00
ENSG00000182511.12_FES	12.00	17.00	7.00	4.00	5.00	8.00
ENSG00000182512.5_GLRX5	4217.00	5381.00	5624.00	3182.00	3493.00	3713.00
ENSG00000182518.14_FAM104B	2284.00	2707.00	2829.00	2011.00	2025.00	1996.00
ENSG00000182521.5_TBPL2	1.00	0.00	0.00	2.00	1.00	3.00
ENSG00000182531.7_OR7E115P	4.00	0.00	1.00	0.00	5.00	0.00
ENSG00000182533.7_CAV3	0.00	6.00	0.00	4.00	2.00	3.00
ENSG00000182534.14_MXRA7	21848.00	25056.00	26861.00	16002.00	16925.00	20138.00
ENSG00000182541.18_LIMK2	9295.00	10296.00	11454.00	11853.00	13229.00	13467.00
ENSG00000182544.9_MFSD5	2111.00	2479.00	2681.00	1804.00	1872.00	2117.00
ENSG00000182545.6_RNASE10	3.00	1.00	5.00	2.00	2.00	3.00
ENSG00000182551.14_ADI1	5850.00	6622.00	7696.00	4198.00	4706.00	4963.00
ENSG00000182552.15_RWDD4	2010.00	2146.97	2350.98	1833.00	2025.99	2171.00
ENSG00000182557.8_SPNS3	5.00	3.00	0.00	1.00	2.00	3.00
ENSG00000182565.8_OR4C2P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182566.15_CLEC4G	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182568.17_SATB1	3114.00	3523.00	3641.00	1604.00	1702.22	2138.00
ENSG00000182574.8_CSGALNACT2P1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182575.8_NXPH3	55.00	48.00	39.00	56.00	67.00	72.00
ENSG00000182578.14_CSF1R	4.00	7.00	5.00	0.00	5.00	3.00
ENSG00000182580.3_EPHB3	61.00	89.00	81.00	96.00	101.00	106.00
ENSG00000182583.13_VCX	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182585.10_EPGN	15.00	11.00	4.00	9.00	4.00	8.00
ENSG00000182586.9_LINC00334	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182591.6_KRTAP11-1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182600.9_SNORC	148.00	114.00	132.00	194.02	243.00	241.00
ENSG00000182601.7_HS3ST4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182606.17_TRAK1	6436.00	7402.00	8075.00	4108.00	4464.00	4857.00
ENSG00000182612.10_TSPAN10	133.00	175.00	160.00	131.00	195.00	191.00
ENSG00000182613.3_OR2V2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182621.18_PLCB1	374.00	419.00	388.00	281.00	321.00	339.00
ENSG00000182625.3_ENSG00000182625	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182628.13_SKA2	11052.00	13912.00	14015.00	8710.00	9627.00	9799.00
ENSG00000182631.7_RXFP3	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182632.15_CCNYL2	42.00	25.00	28.00	46.00	17.00	30.00
ENSG00000182634.9_OR10G7	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182636.8_NDN	583.00	612.00	711.00	355.00	363.00	387.00
ENSG00000182645.6_CCDC172	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182648.14_LINC01006	706.00	693.00	774.00	730.00	796.00	857.00
ENSG00000182652.4_OR4Q3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182667.15_NTM	0.00	0.00	0.00	0.00	0.00	0.17
ENSG00000182670.13_TTC3	22092.00	24015.33	24994.92	14296.71	14987.79	15979.68
ENSG00000182674.6_KCNB2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182676.5_PPP1R27	0.00	0.00	0.00	1.00	3.00	3.00
ENSG00000182685.8_BRICD5	79.00	101.00	134.00	90.00	131.00	141.00
ENSG00000182687.4_GALR2	4.00	27.00	3.00	10.00	19.00	18.00
ENSG00000182698.12_RESP18	1.00	0.00	0.00	0.00	1.00	0.00
ENSG00000182700.5_IGIP	431.00	358.00	358.00	329.00	275.00	284.00
ENSG00000182704.8_TSKU	139.00	153.00	207.00	62.00	54.00	59.00
ENSG00000182707.4_FXYD6P3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182712.16_CMC4	366.62	506.45	528.59	304.61	336.15	378.17
ENSG00000182718.18_ANXA2	1308.00	1438.00	1471.00	924.00	953.00	1022.00
ENSG00000182722.5_SEPHS1P1	0.00	0.00	3.00	0.00	0.00	1.00
ENSG00000182732.18_RGS6	751.00	833.00	708.00	563.00	627.00	703.00
ENSG00000182742.6_HOXB4	1340.00	1488.00	1697.00	1280.00	1473.00	1552.00
ENSG00000182747.5_SLC35D3	6.00	10.00	10.00	14.00	18.00	6.00
ENSG00000182749.6_PAQR7	610.00	676.00	763.00	391.00	496.00	443.00
ENSG00000182752.10_PAPPA	46.00	56.00	43.00	32.00	36.00	39.00
ENSG00000182759.4_MAFA	63.00	98.00	121.00	53.00	47.00	72.00
ENSG00000182768.9_NGRN	12807.01	14616.34	16426.25	10271.09	10832.21	12102.40
ENSG00000182771.19_GRID1	1485.00	1701.00	1731.00	1106.00	1245.00	1430.00
ENSG00000182774.13_RPS17	13234.91	14062.36	17946.77	12203.64	12475.64	15364.91
ENSG00000182776.4_ENSG00000182776	5.50	0.00	5.50	3.00	6.00	3.50
ENSG00000182782.8_HCAR2	5.00	10.00	9.00	2.00	0.00	0.00
ENSG00000182783.6_OR2T29	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182791.5_CCDC87	194.00	245.00	254.00	179.00	185.00	250.00
ENSG00000182793.12_GSTA5	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182795.13_C1orf116	81.00	72.00	48.00	169.00	158.00	150.00
ENSG00000182796.15_TMEM198B	2524.00	2562.00	2698.00	1563.00	1776.00	2013.00
ENSG00000182798.10_MAGEB17	50.00	46.00	47.00	88.00	95.00	105.00
ENSG00000182809.11_CRIP2	3814.00	4284.00	4997.00	2757.00	2941.00	3314.00
ENSG00000182810.7_DDX28	830.00	1105.00	1030.00	777.00	838.00	907.00
ENSG00000182814.7_FUNDC2P2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182816.9_KRTAP13-2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182824.7_FAM230E	0.00	1.00	0.00	1.00	0.00	0.00
ENSG00000182827.9_ACBD3	5617.00	5864.00	6805.00	6493.00	6879.00	7531.00
ENSG00000182831.12_C16orf72	26145.21	27952.90	30019.23	22836.12	25420.58	25126.12
ENSG00000182836.10_PLCXD3	1465.00	1441.00	1567.00	644.00	611.00	623.00
ENSG00000182841.13_RRP7BP	380.71	414.40	441.27	349.39	356.24	453.45
ENSG00000182853.12_VMO1	3.00	4.00	3.00	11.00	2.00	13.00
ENSG00000182854.8_OR4F15	0.00	1.00	3.00	2.00	0.00	4.00
ENSG00000182858.14_ALG12	1710.00	1857.00	2068.00	2209.00	2383.00	2382.00
ENSG00000182866.17_LCK	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182870.13_GALNT9	7.00	8.00	13.00	16.00	10.00	14.00
ENSG00000182871.16_COL18A1	3739.00	3933.00	4559.00	3395.00	3243.00	3501.00
ENSG00000182872.16_RBM10	5151.00	5965.00	6734.00	4018.00	4554.00	5162.00
ENSG00000182873.5_PRKCZ-AS1	10.00	15.00	7.00	9.00	20.00	9.00
ENSG00000182885.17_ADGRG3	0.00	0.00	0.00	9.00	18.00	10.00
ENSG00000182888.5_RPS27AP20	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182890.5_GLUD2	28.45	16.21	25.48	19.30	15.22	15.23
ENSG00000182896.13_TMEM95	4.00	4.00	0.00	3.00	2.00	3.00
ENSG00000182898.4_TCHHL1	2.00	1.00	8.00	12.00	5.00	4.00
ENSG00000182899.17_RPL35A	5869.00	6535.00	7293.00	4906.00	5381.00	6291.00
ENSG00000182901.18_RGS7	3.00	1.00	11.00	5.00	2.00	8.00
ENSG00000182902.14_SLC25A18	130.00	141.00	166.00	113.00	150.00	204.00
ENSG00000182903.16_ZNF721	2188.45	2164.68	2403.02	2186.55	2322.49	2582.00
ENSG00000182912.6_TSPEAR-AS2	43.00	15.00	36.00	11.00	5.00	3.00
ENSG00000182916.8_TCEAL7	8.00	1.00	2.00	0.00	5.00	3.00
ENSG00000182919.15_C11orf54	6145.00	7084.00	7495.00	5601.00	6822.00	7043.00
ENSG00000182921.9_GPATCH11P1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182923.20_CEP63	1223.00	1296.17	1195.29	857.54	836.47	893.73
ENSG00000182931.10_WFDC10B	0.00	3.00	0.00	0.00	0.00	0.00
ENSG00000182934.12_SRPRA	36874.00	44481.00	47452.00	36313.00	40927.00	43095.00
ENSG00000182938.7_OTOP3	0.00	0.00	0.00	0.00	2.00	0.00
ENSG00000182944.18_EWSR1	22667.52	23915.50	28446.94	18429.77	19814.96	20757.99
ENSG00000182950.3_ODF3L1	1.00	5.00	7.00	6.00	9.00	2.00
ENSG00000182952.5_HMGN4	8617.00	10264.00	11207.00	7594.00	8075.00	8976.00
ENSG00000182957.16_SPATA13	12247.25	13560.83	14376.36	9327.76	9833.89	10149.76
ENSG00000182963.11_GJC1	772.00	832.00	941.00	527.00	552.00	548.00
ENSG00000182965.6_NPM1P14	0.00	0.00	0.00	0.00	2.00	2.00
ENSG00000182968.5_SOX1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182973.20_CNOT10	2180.00	2458.00	2619.00	1974.00	2229.00	2371.00
ENSG00000182974.3_OR4M2B	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182979.18_MTA1	3926.00	4627.73	5391.83	3322.00	3838.00	4193.00
ENSG00000182983.15_ZNF662	2.00	5.00	2.00	4.00	1.00	1.00
ENSG00000182985.18_CADM1	9146.00	10475.00	11398.00	7936.00	8393.00	9659.00
ENSG00000182986.15_ZNF320	986.00	1089.00	1142.00	1114.00	1236.21	1254.00
ENSG00000182993.5_C12orf60	141.00	137.00	159.00	171.00	170.00	205.00
ENSG00000183010.17_PYCR1	5523.00	6334.00	6904.00	3486.00	3922.00	4423.00
ENSG00000183011.14_NAA38	918.00	984.00	1132.00	669.00	883.00	850.00
ENSG00000183018.9_SPNS2	12.00	9.00	15.00	1.00	9.00	8.00
ENSG00000183019.8_MCEMP1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183020.15_AP2A2	3220.00	3613.00	4067.00	2957.00	3053.00	3381.00
ENSG00000183022.5_TPM3P8	1.00	4.00	1.00	1.00	2.00	0.00
ENSG00000183023.18_SLC8A1	2901.00	3078.00	3186.00	2357.00	2344.00	2543.00
ENSG00000183024.4_OR1G1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183032.12_SLC25A21	79.00	110.00	85.00	66.00	49.00	56.00
ENSG00000183034.13_OTOP2	0.00	2.00	3.00	5.00	4.00	8.00
ENSG00000183035.13_CYLC1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183036.11_PCP4	5.00	2.00	7.00	3.00	6.00	4.00
ENSG00000183044.12_ABAT	6305.00	7016.00	7436.00	2965.00	3073.00	3477.00
ENSG00000183048.12_SLC25A10	824.77	1002.52	937.37	508.12	499.55	560.77
ENSG00000183049.14_CAMK1D	1059.00	1278.00	1418.00	682.00	692.00	711.00
ENSG00000183054.12_RGPD6	2550.80	1460.93	3425.40	2518.90	2584.99	3198.96
ENSG00000183055.5_FAM133CP	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183060.16_LYSMD4	626.00	698.00	726.00	455.00	497.00	482.00
ENSG00000183066.14_WBP2NL	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183067.6_IGSF5	14.00	15.00	23.00	31.00	17.00	22.00
ENSG00000183072.10_NKX2-5	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183077.16_AFMID	941.00	1071.00	1265.00	799.00	768.00	960.00
ENSG00000183087.15_GAS6	2.00	3.00	3.00	0.00	0.00	1.00
ENSG00000183090.5_FREM3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183091.21_NEB	431.00	303.00	285.00	513.00	593.00	534.00
ENSG00000183092.18_BEGAIN	3761.00	4244.00	4760.00	5108.00	5224.00	5835.00
ENSG00000183098.11_GPC6	7997.00	9064.00	9343.00	6886.00	7223.00	7064.00
ENSG00000183111.12_ARHGEF37	20.00	19.00	35.00	24.00	30.00	17.00
ENSG00000183114.8_FAM43B	660.00	737.00	782.00	396.00	463.00	507.00
ENSG00000183117.20_CSMD1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183122.5_OR2A3P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183128.7_CALHM3	0.00	2.00	0.00	0.00	0.00	0.00
ENSG00000183134.5_PTGDR2	7.00	3.00	0.00	4.00	17.00	4.00
ENSG00000183137.15_CEP57L1	4071.00	4201.00	4542.00	3997.00	4460.00	4286.00
ENSG00000183145.9_RIPPLY3	6.00	14.00	16.00	0.00	8.00	2.00
ENSG00000183146.4_PRORY	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183148.7_ANKRD20A2P	18.81	49.17	30.19	23.02	32.90	10.74
ENSG00000183150.8_GPR19	14.00	13.00	4.00	9.00	0.00	11.00
ENSG00000183153.7_GJD3	50.00	36.00	48.00	21.00	21.00	11.00
ENSG00000183154.1_ENSG00000183154	87.00	90.00	96.00	36.00	50.00	28.00
ENSG00000183155.5_RABIF	2463.00	2677.00	3045.00	1810.00	2177.00	2194.00
ENSG00000183160.9_TMEM119	8.00	20.00	12.00	11.00	13.00	23.00
ENSG00000183161.6_FANCF	835.00	934.00	1049.00	712.00	695.00	881.00
ENSG00000183166.11_CALN1	25.00	24.00	13.00	12.00	23.00	13.00
ENSG00000183169.6_POM121L1P	0.00	0.00	1.22	0.00	0.00	1.19
ENSG00000183171.5_ENSG00000183171	2.00	11.00	6.00	1.00	9.01	4.00
ENSG00000183172.9_SMDT1	361.00	355.00	492.00	313.00	340.00	447.00
ENSG00000183185.9_GABRR3	0.00	1.00	0.00	0.00	0.00	1.00
ENSG00000183186.8_C2CD4C	19.00	42.00	31.00	14.00	8.00	23.00
ENSG00000183196.10_CHST6	49.00	54.00	59.00	18.00	34.00	59.00
ENSG00000183199.6_HSP90AB3P	31.01	64.01	64.02	52.02	54.01	53.02
ENSG00000183206.18_POTEC	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000183207.14_RUVBL2	4285.00	4888.00	5427.00	3483.00	3878.00	4399.00
ENSG00000183208.13_GDPGP1	656.90	714.58	762.00	377.59	343.47	418.00
ENSG00000183230.18_CTNNA3	47.00	45.00	59.00	30.00	40.00	47.00
ENSG00000183239.5_ENSG00000183239	3.00	0.00	10.00	4.00	11.00	3.00
ENSG00000183242.13_WT1-AS	7.00	4.00	11.00	2.00	5.00	3.00
ENSG00000183246.8_RIMBP3C	31.74	53.67	36.26	0.00	22.52	50.92
ENSG00000183248.12_PRR36	12749.00	13182.00	15400.00	7638.00	8507.00	8147.00
ENSG00000183249.8_NF1P3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183250.13_LINC01547	133.00	115.00	110.00	107.00	132.00	122.00
ENSG00000183251.4_OR51B4	1.00	1.00	0.00	1.00	1.00	1.00
ENSG00000183255.12_PTTG1IP	10780.00	12721.00	13826.00	7756.00	8853.00	10077.00
ENSG00000183258.12_DDX41	2734.00	3163.00	3374.00	2265.00	2596.00	3105.00
ENSG00000183260.7_ABHD16B	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183269.6_OR52E8	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183273.7_CCDC60	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183281.15_PLGLB1	208.25	173.17	243.37	205.28	251.23	241.48
ENSG00000183283.16_DAZAP2	28702.00	34364.00	36090.00	21293.00	23687.00	25202.00
ENSG00000183287.14_CCBE1	170.00	180.00	231.00	129.00	163.00	174.00
ENSG00000183291.18_SELENOF	12315.00	14846.00	15702.00	11151.00	12591.00	13640.00
ENSG00000183292.13_PRSS40A	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183298.5_RPSAP19	3.01	1.84	5.01	0.00	2.00	0.00
ENSG00000183303.3_OR5P2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183304.10_FAM9A	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183305.14_MAGEA2B	0.00	21.00	0.00	0.55	0.00	0.00
ENSG00000183307.4_TMEM121B	420.00	505.00	565.00	216.00	272.00	276.00
ENSG00000183308.6_ENSG00000183308	11.00	6.00	20.00	10.00	6.00	17.00
ENSG00000183309.12_ZNF623	2765.00	2956.00	3286.00	2441.00	2536.00	2569.00
ENSG00000183310.3_OR2T34	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183313.4_OR52L1	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000183317.17_EPHA10	66.00	45.00	79.00	27.00	32.00	32.00
ENSG00000183318.12_SPDYE4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183323.13_CCDC125	696.64	777.00	848.00	602.20	583.00	637.30
ENSG00000183324.11_REC114	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183336.9_BOLA2	1030.07	1017.80	1223.89	789.72	939.33	873.45
ENSG00000183337.18_BCOR	14818.00	16807.00	17731.00	13094.00	14336.00	14137.00
ENSG00000183340.7_JRKL	905.00	981.00	1013.00	999.00	1181.00	1301.00
ENSG00000183346.9_CABCOCO1	111.00	181.00	176.00	92.00	70.00	74.00
ENSG00000183347.15_GBP6	9.00	3.00	9.00	0.00	3.00	5.00
ENSG00000183354.12_KIAA2026	6385.00	6319.00	7082.00	4620.00	4706.00	4743.00
ENSG00000183378.13_OVCH2	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183379.9_SYNDIG1L	4.00	7.00	9.00	7.00	9.00	8.00
ENSG00000183385.9_TTTY8	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183386.10_FHL3	756.00	920.00	945.00	444.00	592.00	547.00
ENSG00000183389.5_OR56A4	1.00	0.00	0.00	0.00	1.00	0.00
ENSG00000183395.5_PMCH	2.00	0.00	2.00	4.00	6.00	6.00
ENSG00000183396.4_TMEM89	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183397.6_C19orf71	2.00	1.00	4.00	4.00	14.00	19.00
ENSG00000183401.12_CCDC159	132.00	165.00	220.00	123.00	107.00	125.00
ENSG00000183421.12_RIPK4	12.00	9.00	21.00	4.00	2.00	3.00
ENSG00000183423.12_LRIT3	16.00	9.00	11.00	12.00	5.00	4.00
ENSG00000183426.17_NPIPA1	2692.71	3158.17	3399.65	2529.63	2595.42	2799.67
ENSG00000183431.12_SF3A3	7434.00	8715.00	9463.00	6498.00	7312.00	7813.00
ENSG00000183432.6_ZBTB8OSP1	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000183434.10_TFDP3	0.00	0.00	0.00	10.00	27.00	32.00
ENSG00000183439.9_TRIM61	1.00	0.00	2.00	6.00	0.00	4.00
ENSG00000183444.10_OR7E38P	2108.45	2284.36	2313.97	1711.92	1812.09	1672.35
ENSG00000183454.18_GRIN2A	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183458.14_PKD1P3	3454.38	3863.23	4358.31	2967.22	3510.30	3534.19
ENSG00000183463.6_URAD	0.00	0.00	0.00	0.00	0.00	2.00
ENSG00000183470.9_FLJ40288	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183474.16_GTF2H2C	1542.65	1763.24	1803.96	1338.68	1430.00	1607.97
ENSG00000183475.13_ASB7	3773.00	4239.00	4443.00	3565.00	3880.00	4318.00
ENSG00000183476.13_SH2D7	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183479.13_TREX2	6.00	5.00	1.00	1.00	11.00	6.00
ENSG00000183484.12_GPR132	9.00	0.00	7.00	1.00	2.00	3.00
ENSG00000183486.14_MX2	7.00	14.00	6.00	1.00	3.00	2.00
ENSG00000183495.14_EP400	25290.51	23990.81	26199.17	14768.47	16455.78	15743.81
ENSG00000183496.6_MEX3B	1502.00	1599.00	1708.00	702.00	792.00	802.00
ENSG00000183506.17_PI4KAP2	2401.26	2405.27	2661.71	1934.81	2101.20	2205.88
ENSG00000183508.5_TENT5C	54.00	48.00	58.00	18.00	19.00	42.00
ENSG00000183513.9_COA5	1951.00	2291.00	2254.00	1563.00	1641.00	1683.00
ENSG00000183514.4_TDGF1P2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183520.12_UTP11	4661.00	5642.00	5731.00	3955.00	4488.00	4513.00
ENSG00000183527.12_PSMG1	535.00	770.00	772.00	456.00	568.00	587.00
ENSG00000183530.14_PRR14L	29784.00	31328.00	32713.00	27789.00	29322.00	27958.00
ENSG00000183535.9_COL18A1-AS1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183542.6_KLRC4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183549.10_ACSM5	22.00	34.00	44.00	8.00	9.00	6.00
ENSG00000183559.12_C10orf120	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183560.10_IZUMO1R	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183562.3_ENSG00000183562	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183566.10_BPIFA4P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183569.18_SERHL2	24.00	26.00	25.50	4.00	22.00	19.00
ENSG00000183570.17_PCBP3	2.00	1.00	0.00	3.00	1.00	0.00
ENSG00000183571.11_PGPEP1L	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183576.13_SETD3	2703.00	2945.00	3390.00	2050.00	2092.00	2478.00
ENSG00000183578.8_TNFAIP8L3	795.00	811.00	994.00	474.00	580.00	651.00
ENSG00000183579.16_ZNRF3	7595.00	8395.00	9147.00	5079.00	5442.00	5722.00
ENSG00000183580.10_FBXL7	4846.00	5563.00	6203.00	2788.00	3015.00	3119.00
ENSG00000183586.8_HMGN3P1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183597.16_TANGO2	2763.00	3130.00	3550.00	1789.00	1797.00	1957.00
ENSG00000183598.4_H3C13	0.00	0.00	0.00	1.01	0.00	0.00
ENSG00000183604.15_SMG1P5	1637.67	1603.93	1837.17	1489.79	1540.85	1552.78
ENSG00000183605.17_SFXN4	956.00	1181.00	1181.00	796.00	809.00	896.00
ENSG00000183607.10_GKN2	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000183615.6_FAM167B	3.00	4.00	0.00	2.00	0.00	6.00
ENSG00000183617.5_MRPL54	256.00	313.00	396.00	232.00	238.00	307.00
ENSG00000183621.15_ZNF438	819.00	801.00	857.00	575.00	627.00	700.00
ENSG00000183624.14_HMCES	2466.00	2965.00	2997.00	1956.00	2048.00	2305.00
ENSG00000183625.16_CCR3	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000183628.14_DGCR6	110.84	135.95	226.68	140.15	173.13	101.09
ENSG00000183629.14_GOLGA8G	0.00	3.00	0.00	0.00	0.00	0.02
ENSG00000183631.5_PRR32	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183632.14_TP53TG3	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000183638.6_RP1L1	35.00	21.00	45.00	53.00	50.00	37.00
ENSG00000183640.6_KRTAP8-1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183643.4_C15orf32	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183644.14_HOATZ	64.00	59.00	46.00	15.00	18.00	28.00
ENSG00000183647.11_ZNF530	573.00	607.00	735.00	495.00	579.00	636.00
ENSG00000183648.11_NDUFB1	215.00	257.00	258.00	227.00	169.00	226.00
ENSG00000183654.9_MARCHF11	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183655.13_KLHL25	1079.00	1146.00	1104.00	699.00	735.00	748.00
ENSG00000183662.12_TAFA1	0.00	0.00	1.00	0.00	1.00	0.00
ENSG00000183663.6_GAPDHP30	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183665.5_TRMT12	602.00	590.00	679.00	449.00	478.00	549.00
ENSG00000183666.18_GUSBP1	988.12	1042.67	1047.96	919.09	1024.45	1078.80
ENSG00000183668.18_PSG9	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183671.13_CMKLR2	1741.00	2058.00	2176.00	816.00	830.00	973.00
ENSG00000183674.12_LINC00518	4.00	0.00	7.00	0.00	2.00	5.00
ENSG00000183682.8_BMP8A	26.32	11.37	16.50	12.35	12.23	13.43
ENSG00000183684.8_ALYREF	1281.00	1287.00	1710.00	1253.00	1166.00	1460.00
ENSG00000183688.4_RFLNB	5998.00	6920.00	7648.00	6518.00	6477.00	7786.00
ENSG00000183690.13_EFHC2	970.00	1181.00	1178.00	591.00	681.00	804.00
ENSG00000183691.6_NOG	3.00	1.00	14.00	1.00	0.00	1.00
ENSG00000183695.3_MRGPRX2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183696.14_UPP1	767.00	913.00	930.00	1551.00	1717.00	2110.00
ENSG00000183704.7_SLC9B1P1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183706.5_OR4N4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183709.8_IFNL2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183715.14_OPCML	11.00	16.00	22.00	11.00	7.00	15.83
ENSG00000183718.6_TRIM52	1171.00	1222.00	1285.00	977.00	947.00	1065.00
ENSG00000183722.9_LHFPL6	4163.00	4964.00	5363.00	2862.00	3172.00	3539.00
ENSG00000183723.13_CMTM4	3672.00	3898.00	4078.00	2438.00	2495.00	2564.00
ENSG00000183726.11_TMEM50A	7277.00	8398.00	8993.00	5749.00	5997.00	7054.00
ENSG00000183733.6_FIGLA	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183734.5_ASCL2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183735.11_TBK1	2791.00	3176.00	3634.00	2581.00	2690.00	2660.00
