gene	CTRL1	CTRL2	CTRL3	Treated1	Treated2	Treated3
ENSG00000219773.1_RPSAP45	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000219776.2_RPL21P67	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219784.2_ENSG00000219784	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000219790.3_OSTCP6	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219797.2_PPIAP9	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219806.1_ATP5PBP6	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219807.2_ARF1P1	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219814.2_RPL23AP47	0.00	0.00	0.00	0.00	0.00	8.37
ENSG00000219863.5_RPL31P28	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219867.1_ENSG00000219867	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219870.2_BRK1P1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219881.1_GAPDHP42	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219891.3_ZSCAN12P1	37.00	31.00	37.00	28.00	39.00	35.00
ENSG00000219902.1_RPL35P3	1.00	1.00	0.00	7.00	9.00	0.00
ENSG00000219926.11_OR7E104P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219928.2_ENSG00000219928	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219930.4_GAPDHP67	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219932.6_RPL12P8	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219940.2_SPTLC1P3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219941.1_KRT18P50	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219951.4_ENSG00000219951	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219986.2_BTF3P7	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000219992.2_ENSG00000219992	1.00	1.00	0.00	2.00	4.00	0.00
ENSG00000219993.1_ENSG00000219993	0.00	0.00	4.00	0.00	0.00	0.00
ENSG00000220008.3_LINGO3	9.00	1.00	10.00	6.00	1.00	7.00
ENSG00000220030.1_ENSG00000220030	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220069.1_RPL7P27	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220076.1_ENSG00000220076	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220091.2_LAP3P1	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000220105.2_ENSG00000220105	0.00	5.00	1.00	4.00	0.00	0.00
ENSG00000220110.1_ENSG00000220110	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220113.2_MTCYBP4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220125.1_MRPL32P1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220130.1_ENSG00000220130	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220131.1_ENSG00000220131	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220132.1_CPSF1P2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220139.1_ENSG00000220139	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220154.2_ENSG00000220154	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220157.4_HNRNPA1P12	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000220161.4_LINC02076	69.77	98.00	141.64	58.56	86.06	77.31
ENSG00000220181.1_MTRES1P1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220184.2_HMGB3P18	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220201.7_ZGLP1	30.51	42.27	46.65	67.24	66.66	77.23
ENSG00000220204.1_ENSG00000220204	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220205.9_VAMP2	7329.58	8397.76	9029.34	5106.65	6034.30	6094.36
ENSG00000220212.1_OR4F1P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220237.1_RPS24P12	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220240.1_ENSG00000220240	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220248.1_ZNF402P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220256.4_ENSG00000220256	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220267.1_ACTBP8	9.00	18.95	21.00	22.00	15.00	20.00
ENSG00000220291.1_ENSG00000220291	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220305.1_HNRNPH1P1	18.00	3.00	1.00	2.00	13.00	7.00
ENSG00000220311.1_RPL35AP18	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220323.4_H2BC19P	1309.57	1479.50	1529.78	1484.68	1673.88	1554.53
ENSG00000220326.2_ENSG00000220326	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220340.1_MTCO1P56	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220343.5_PPIAP74	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220347.1_H3P28	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220349.4_ENSG00000220349	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000220370.1_ENSG00000220370	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220377.1_GSTA8P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220378.3_KRT8P42	15.00	2.00	1.00	12.00	10.00	11.00
ENSG00000220392.1_FCF1P5	0.00	0.00	0.00	3.00	1.00	4.00
ENSG00000220412.1_ENSG00000220412	5.00	5.00	6.19	8.07	5.23	14.06
ENSG00000220418.1_TUBB3P1	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000220446.2_ENSG00000220446	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220447.1_ENSG00000220447	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220472.1_ENSG00000220472	6.00	4.02	7.00	3.00	2.00	4.00
ENSG00000220483.4_SLC25A51P1	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000220494.4_YAP1P1	10.00	6.00	6.00	5.00	8.00	3.00
ENSG00000220505.2_EIF4EBP2P3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220506.2_ENSG00000220506	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220514.1_MTND4LP20	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220515.2_PGAM1P10	3.00	0.00	2.00	4.00	2.00	1.00
ENSG00000220517.2_ASS1P1	3.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220522.2_ENSG00000220522	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220537.1_ENSG00000220537	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220540.1_ENSG00000220540	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220541.4_PPIHP2	0.00	0.00	2.00	4.00	1.00	0.00
ENSG00000220553.1_RPL5P19	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220556.4_ENSG00000220556	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220557.1_HMGB1P13	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220563.1_PKMP3	0.00	7.83	0.00	0.00	0.00	0.00
ENSG00000220575.8_HTR5A-AS1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220581.1_VN1R12P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220583.1_RPL35P2	0.00	4.00	1.00	5.00	1.00	2.00
ENSG00000220585.4_DDX18P6	0.00	2.00	0.00	2.00	1.00	1.00
ENSG00000220586.2_TUBBP9	2.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220598.1_SSR1P1	0.00	0.00	0.00	0.00	0.00	3.00
ENSG00000220600.2_ENSG00000220600	17.00	9.00	9.00	35.00	17.00	19.00
ENSG00000220614.1_ENSG00000220614	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220635.2_KRASP1	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000220643.1_ENSG00000220643	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220660.2_ENSG00000220660	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220666.2_RCC2P7	2.00	0.00	0.00	2.00	9.00	4.00
ENSG00000220685.3_ENSG00000220685	25.00	22.00	33.00	25.00	30.00	20.00
ENSG00000220694.2_ENSG00000220694	0.00	1.00	2.00	0.00	0.00	0.00
ENSG00000220695.1_ENSG00000220695	0.00	1.00	1.00	1.00	2.00	1.00
ENSG00000220702.1_ENSG00000220702	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220721.2_OR1F12	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220725.1_ENSG00000220725	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220730.2_H3P27	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220733.1_MTND3P20	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220734.1_ENSG00000220734	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220739.2_ENSG00000220739	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000220744.1_RPL5P18	10.00	8.00	8.14	18.92	12.00	10.00
ENSG00000220745.2_ENSG00000220745	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220748.2_ENSG00000220748	1.00	1.00	0.00	0.00	0.00	0.00
ENSG00000220749.4_RPL21P28	0.00	1.00	1.00	0.00	0.99	1.00
ENSG00000220758.4_VN1R10P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220771.2_BOLA2P3	0.00	4.00	0.00	0.00	0.00	0.00
ENSG00000220773.1_RPSAP44	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220785.8_MTMR9LP	14.00	23.00	18.00	17.00	25.00	22.00
ENSG00000220793.5_RPL21P119	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220804.10_LINC01881	297.90	324.11	405.11	284.17	283.31	285.04
ENSG00000220831.4_NDUFA5P9	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220842.6_RPL21P16	138.77	158.04	183.70	81.20	87.10	66.78
ENSG00000220848.5_RPS18P9	445.00	507.00	576.87	302.00	364.00	345.01
ENSG00000220867.1_HSPE1P26	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000220868.2_MRPL35P1	4.00	1.00	0.00	7.00	1.00	1.00
ENSG00000220871.1_DNAJC19P6	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220875.1_H3C9P	2.00	0.00	0.00	2.00	0.00	1.00
ENSG00000220884.2_MESTP1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220891.1_LL22NC03-63E9.3	0.00	1.00	6.00	0.00	0.00	0.00
ENSG00000220908.2_LINC02531	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220913.1_ENSG00000220913	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000220918.1_ENSG00000220918	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220920.1_ENSG00000220920	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220924.4_OSTCP4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220925.2_IGBP1-AS2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220937.3_HNRNPA1P41	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220948.5_TRIM51GP	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220949.2_ENSG00000220949	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220960.1_ENSG00000220960	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220986.1_ENSG00000220986	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220988.1_SNORD88C	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221015.1_RNU6ATAC29P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221017.1_MIR1323	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221023.1_RNU6ATAC19P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221025.1_MIR1250	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221028.1_MIR1231	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221031.1_ENSG00000221031	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221033.1_MIR1272	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221036.5_MIR1193	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221038.1_RNU6ATAC7P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221039.3_MIR1286	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221040.2_U3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221042.1_ENSG00000221042	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221043.2_U3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221044.2_U3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221046.1_RNU6ATAC38P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221052.3_MIR1266	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221055.1_MIR1302-3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221059.1_RNU6ATAC6P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221060.1_ENSG00000221060	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221063.3_MIR1296	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221065.1_MIR1233-2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221066.1_SNORD111	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221081.1_MIR320D2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221083.1_ENSG00000221083	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221091.1_MIR1302-5	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221093.1_ENSG00000221093	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221102.1_SNORA11B	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000221114.1_RNU6ATAC30P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221116.1_SNORD110	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221120.1_MIR1224	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221125.2_U3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221139.1_ENSG00000221139	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221148.1_ENSG00000221148	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221164.1_SNORA11F	4.00	7.00	3.00	3.00	1.00	11.00
ENSG00000221176.1_MIR1207	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221184.1_ENSG00000221184	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221187.1_MIR548M	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221190.1_MIR1184-2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221200.1_MIR1253	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221203.1_MIR1262	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221206.1_RNU6ATAC15P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221214.1_MIR548E	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221216.1_RNU6ATAC27P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221227.1_MIR1305	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221230.1_MIR548L	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221238.1_MIR1285-2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221240.1_MIR1258	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221241.1_SNORD88A	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221245.1_ENSG00000221245	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221251.1_MIR1263	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221255.1_RNU6ATAC37P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221261.1_MIR1208	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221263.1_MIR548P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221264.1_MIR1284	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221265.1_MIR1255A	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221269.1_MIR1302-8	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221273.1_MIR1237	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221275.1_MIR548I2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221287.1_MIR1289-2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221288.1_MIR663B	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221296.2_MIR548T	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221300.1_ENSG00000221300	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221303.1_SNORA79	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221305.1_MIR548I3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221325.1_MIR1200	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221331.1_MIR548Q	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221332.2_U3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221333.1_MIR548K	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221340.1_RNU6ATAC18P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221345.2_U3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221348.1_MIR548F5	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221355.1_MIR1288	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221363.1_RNU6ATAC20P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221365.1_MIR1228	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221369.1_MIR548G	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221371.1_MIR1265	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221375.1_RNU6ATAC23P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221381.1_SNORD88B	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221387.1_RNU6ATAC8P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221390.1_MIR1295A	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221393.1_MIR1302-6	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221394.1_MIR1229	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221398.1_ENSG00000221398	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221400.2_SNORD3J	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221406.1_MIR320B2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221410.1_MIR1238	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221411.1_MIR1227	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221420.2_SNORA81	0.00	0.00	0.00	0.24	0.00	4.36
ENSG00000221421.1_MIR1283-1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221430.1_MIR1294	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221436.1_MIR548F3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221439.1_RNU4ATAC16P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221440.1_RNU6ATAC31P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221442.1_MIR548F4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221445.3_MIR1301	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221455.2_U3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221456.1_MIR1202	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221459.1_SNORA11C	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221461.2_U3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221463.3_MIR1277	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221464.1_MIR1271	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221466.2_MIR548AJ2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221468.1_RNU6ATAC11P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221475.1_SNORA11D	0.00	2.99	0.97	0.49	0.00	1.99
ENSG00000221476.2_MIR1827	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221479.3_MIR1251	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221491.2_SNORA2C	5.07	0.00	1.01	3.00	1.00	4.00
ENSG00000221493.1_MIR320C1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221494.1_MIR548I4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221496.2_U3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221498.1_ENSG00000221498	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221500.1_SNORD100	0.00	1.00	1.00	0.00	0.00	0.00
ENSG00000221502.1_MIR1245A	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221507.1_RNU6ATAC40P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221510.1_MIR548O	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221514.1_SNORD111B	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221518.1_RNU6ATAC16P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221520.1_MIR1285-1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221525.1_MIR1185-1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221527.1_RNU6ATAC41P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221533.1_MIR1184-1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221537.1_MIR548H1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221539.1_SNORD99	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221540.1_MIR1180	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221545.1_MIR1255B2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221548.1_MIR1283-2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221552.1_MIR1303	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221562.1_RNU6ATAC10P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221563.1_MIR1269A	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221564.1_RNU6ATAC42P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221571.3_RNU6ATAC35P	5.00	2.00	0.00	2.00	0.00	1.00
ENSG00000221574.1_RNU6ATAC33P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221583.1_RNU6ATAC21P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221585.1_MIR1226	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221586.1_MIR1261	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221594.1_MIR548F1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221598.3_MIR1249	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221601.1_RNU4ATAC2P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221603.1_MIR1184-3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221604.1_MIR1293	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221611.1_ENSG00000221611	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221614.1_MIR1185-2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221616.1_MIR548H4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221628.1_MIR1302-4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221630.3_MIR1179	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221633.2_U3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221634.1_MIR1276	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221638.2_U3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221639.1_ENSG00000221639	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221641.1_MIR1268A	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221643.1_SNORA77	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221649.1_MIR1233-1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221650.1_MIR1267	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221656.1_MIR1225	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221662.1_MIR1290	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221669.1_MIR548N	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221673.2_U3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221676.1_RNU6ATAC	0.00	3.00	3.00	0.00	0.00	0.00
ENSG00000221680.1_MIR1278	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221697.1_MIR1275	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221698.1_MIR548H3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221703.1_MIR302E	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221705.1_SNORA11E	0.00	2.99	0.97	0.49	0.00	1.99
ENSG00000221710.1_MIR1298	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221711.1_ENSG00000221711	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221716.1_SNORA11	0.00	1.00	1.00	0.00	0.00	2.00
ENSG00000221719.1_SNORA3C	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221725.1_RNU6ATAC25P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221737.1_MIR548I1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221739.1_MIR1203	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221740.1_SNORD93	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221745.3_MIR1197	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221750.1_SNORA11G	0.99	2.00	0.00	3.00	0.99	1.00
ENSG00000221753.1_ENSG00000221753	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221754.1_MIR1260A	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221760.1_MIR548J	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221763.1_MIR1289-1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221768.2_MIR1302-7	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221771.1_MIR1205	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221782.1_MIR548F2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221783.1_MIR1183	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221788.1_MIR1252	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221792.1_MIR1282	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221801.1_MIR548H2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221803.1_SNORD23	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221806.1_RNU6ATAC34P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221808.1_MIR1256	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221813.4_OR6B1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221817.11_PPP3CB-AS1	531.00	586.00	601.00	369.00	498.72	485.95
ENSG00000221818.9_EBF2	0.00	0.00	0.00	0.00	0.00	0.00
